card_id,account_id,card_type,card_number,expiry_date,cvv,status
1032,6954,Debit,3.03015E+13,2025-11-01,914,Blocked
1033,5385,Credit,4.45389E+18,1932-08-01,263,Blocked
1034,5578,Debit,3.64358E+13,2029-12-01,682,Blocked
1035,1826,Credit,4.79811E+15,2029-07-01,491,Active
1036,937,Debit,6.01155E+15,1933-12-01,816,Active
1037,5266,Credit,3.55884E+15,1932-08-01,229,Active
1038,5994,Credit,4.85531E+18,2027-05-01,532,Active
1039,124,Credit,6.0113E+15,1933-03-01,890,Blocked
1040,2469,Credit,3.05758E+13,2027-06-01,176,Active
1041,5315,Debit,3.71999E+14,2027-06-01,939,Active
1042,129,Debit,6.01143E+15,1932-08-01,742,Active
1043,3770,Credit,6.76391E+11,2027-03-01,624,Blocked
1044,1377,Credit,1.80061E+14,1933-05-01,820,Active
1045,3820,Credit,2.27527E+15,1934-04-01,443,Blocked
1046,2811,Credit,5.02045E+11,2026-10-01,510,Active
1047,6523,Debit,3.73585E+14,2027-09-01,470,Blocked
1048,3574,Debit,4.63197E+12,2029-06-01,226,Active
1049,5608,Credit,1.80002E+14,2026-06-01,538,Active
1050,1969,Debit,3.77477E+14,1931-10-01,881,Blocked
1051,1612,Debit,2.25652E+15,1931-03-01,565,Active
1052,3132,Debit,6.01137E+15,1930-05-01,442,Active
1053,4866,Credit,3.51979E+15,1934-04-01,200,Blocked
1054,4181,Credit,4.34708E+18,2026-06-01,230,Blocked
1055,2705,Credit,3.02229E+13,1933-03-01,569,Blocked
1056,132,Debit,6.01116E+15,1933-03-01,342,Blocked
1057,1272,Credit,4.17383E+15,2027-01-01,916,Active
1058,4992,Debit,4.81646E+15,1933-08-01,313,Blocked
1059,1826,Credit,4.01253E+12,1934-04-01,321,Blocked
1060,5871,Debit,3.40057E+14,2026-07-01,736,Active
1061,443,Credit,3.79352E+14,2026-06-01,747,Active
1062,6084,Credit,4.45132E+15,1934-03-01,195,Active
1063,5354,Debit,6.39057E+11,1933-06-01,367,Active
1064,2449,Credit,2.28647E+15,2027-01-01,196,Active
1065,76,Debit,4.89486E+15,2025-12-01,916,Blocked
1066,1757,Credit,4.58247E+15,1932-07-01,557,Blocked
1067,4242,Credit,3.47672E+14,2026-03-01,375,Blocked
1068,6400,Credit,3.72869E+14,2025-10-01,991,Active
1069,1796,Debit,4.56853E+12,2029-07-01,700,Active
1070,2576,Debit,4.83997E+18,1933-06-01,533,Active
1071,3847,Credit,4.75091E+15,2028-10-01,724,Active
1072,640,Debit,3.62083E+13,1931-08-01,201,Active
1073,760,Debit,6.7595E+11,2029-01-01,835,Active
1074,6491,Credit,2.62118E+15,2026-02-01,198,Active
1075,5462,Debit,4.05532E+15,1933-10-01,374,Blocked
1076,4878,Debit,6.55372E+15,2027-05-01,962,Active
1077,4275,Debit,3.01537E+13,2025-09-01,873,Blocked
1078,5639,Debit,3.52135E+15,1934-11-01,457,Blocked
1079,4096,Debit,4.385E+12,1934-09-01,366,Active
1080,2195,Debit,4.03134E+18,2026-08-01,559,Active
1081,2091,Debit,5.2126E+15,1931-12-01,148,Blocked
1082,3918,Debit,4.39466E+12,1935-07-01,659,Blocked
1083,21,Credit,3.73701E+14,1931-10-01,355,Blocked
1084,234,Debit,4.7661E+15,1933-07-01,259,Blocked
1085,5850,Debit,4.60146E+15,1930-08-01,539,Blocked
1086,5879,Debit,4.52637E+12,2026-07-01,221,Blocked
1087,5747,Credit,4.96764E+12,1934-05-01,135,Active
1088,199,Debit,1.80007E+14,2026-09-01,759,Active
1089,6873,Credit,3.65842E+13,1932-03-01,404,Blocked
1090,137,Credit,4.47412E+15,2026-05-01,641,Active
1091,3426,Credit,1.80054E+14,2025-12-01,750,Active
1092,286,Credit,3.87618E+13,2029-08-01,345,Active
1093,6297,Credit,5.51118E+15,1931-11-01,698,Blocked
1094,6282,Debit,4.06025E+18,1933-07-01,172,Blocked
1095,3515,Credit,4.7164E+18,1931-08-01,144,Blocked
1096,3225,Credit,1.80016E+14,2028-11-01,107,Active
1097,4035,Credit,2.28388E+15,1932-09-01,308,Blocked
1098,2968,Debit,3.50642E+15,1933-07-01,146,Active
1099,6658,Debit,4.31883E+18,1934-09-01,664,Active
1100,2283,Credit,3.704E+14,2026-04-01,659,Blocked
1101,6981,Credit,4.76463E+15,1932-10-01,526,Active
1102,2379,Debit,4.01687E+15,1930-11-01,134,Blocked
1103,1291,Debit,4.44662E+15,1930-08-01,458,Active
1104,4871,Debit,4.96842E+18,2028-05-01,258,Blocked
1105,4210,Debit,4.82285E+18,1930-02-01,501,Blocked
1106,4211,Credit,2.25578E+15,1934-02-01,674,Active
1107,4686,Credit,6.3045E+11,1932-02-01,192,Blocked
1108,5529,Credit,2.45613E+15,1933-02-01,554,Blocked
1109,6337,Debit,4.82846E+12,2028-04-01,263,Blocked
1110,6323,Debit,4.82589E+12,1933-10-01,550,Blocked
1111,1861,Credit,4.00711E+12,2028-11-01,132,Active
1112,1377,Debit,4.87876E+18,1931-01-01,692,Blocked
1113,305,Debit,3.58388E+15,1933-08-01,469,Blocked
1114,1466,Credit,3.52567E+15,2029-04-01,166,Active
1115,4074,Credit,4.57913E+12,1933-11-01,369,Active
1116,1895,Credit,6.76299E+11,1932-09-01,438,Blocked
1117,2222,Debit,4.81745E+12,2027-09-01,674,Blocked
1118,5559,Debit,6.01188E+15,1933-12-01,219,Active
1119,6292,Debit,2.13104E+14,1930-08-01,677,Blocked
1120,2235,Debit,3.56546E+15,1932-01-01,512,Blocked
1121,3030,Debit,4.26919E+12,2027-03-01,296,Active
1122,1422,Debit,2.13114E+14,1934-07-01,357,Active
1123,997,Credit,3.02813E+13,2029-12-01,151,Active
1124,721,Credit,3.54805E+15,1935-04-01,625,Active
1125,4693,Credit,4.2176E+12,1930-11-01,326,Blocked
1126,25,Credit,3.70006E+14,1931-10-01,363,Active
1127,3131,Credit,2.72026E+15,1930-12-01,987,Blocked
1128,6076,Debit,4.44902E+15,1932-01-01,280,Active
1129,700,Credit,2.13194E+14,2029-11-01,647,Active
1130,2991,Credit,3.43371E+14,1930-11-01,413,Blocked
1131,4237,Credit,6.01122E+15,1933-05-01,828,Blocked
1132,5991,Debit,4.02467E+12,1935-01-01,974,Active
1133,1618,Credit,4.15546E+18,1933-10-01,101,Active
1134,6533,Debit,2.13178E+14,2027-05-01,160,Active
1135,2287,Debit,4.42579E+15,1931-11-01,805,Active
1136,5214,Credit,3.56043E+15,2027-07-01,811,Blocked
1137,5949,Credit,6.56211E+15,2027-07-01,895,Active
1138,6492,Credit,1.80066E+14,2025-09-01,914,Active
1139,227,Debit,4.99856E+15,1933-07-01,579,Active
1140,6946,Debit,3.05578E+13,1935-05-01,639,Blocked
1141,1236,Credit,4.01615E+12,1930-09-01,195,Active
1142,2978,Credit,6.51739E+15,2027-03-01,782,Active
1143,3751,Debit,6.53464E+15,2026-10-01,152,Blocked
1144,5215,Credit,4.59196E+15,2027-02-01,562,Active
1145,4491,Debit,4.08172E+18,1932-07-01,346,Blocked
1146,3679,Debit,6.01147E+15,1934-09-01,932,Active
1147,1221,Credit,3.01652E+13,1934-07-01,559,Blocked
1148,140,Debit,3.56739E+15,2028-08-01,495,Active
1149,2923,Credit,3.57178E+15,1934-11-01,256,Blocked
1150,2583,Credit,3.59649E+15,1931-01-01,639,Active
1151,1679,Credit,3.59811E+15,1932-08-01,220,Active
1152,4477,Credit,6.30402E+11,1930-12-01,810,Blocked
1153,5665,Credit,6.30419E+11,1933-11-01,577,Blocked
1154,940,Debit,2.2386E+15,1930-12-01,955,Active
1155,3650,Debit,1.80019E+14,1934-08-01,507,Active
1156,1792,Credit,3.02877E+13,1931-06-01,943,Blocked
1157,6937,Debit,3.75218E+14,1935-07-01,411,Active
1158,6025,Credit,3.52794E+15,1933-04-01,147,Active
1159,4884,Debit,2.70415E+15,1934-12-01,360,Blocked
1160,3343,Debit,3.5337E+15,1930-01-01,920,Active
1161,5566,Debit,5.01854E+11,1934-09-01,574,Blocked
1162,909,Credit,3.55892E+15,1933-12-01,282,Blocked
1163,639,Debit,4.88415E+18,2026-01-01,499,Blocked
1164,1649,Credit,1.80082E+14,2027-05-01,692,Active
1165,1360,Credit,4.01543E+12,1933-03-01,948,Active
1166,5715,Debit,4.46832E+12,1935-02-01,555,Blocked
1167,5109,Debit,6.76312E+11,2028-02-01,370,Active
1168,4136,Debit,4.91029E+15,2028-06-01,561,Active
1169,972,Credit,4.0983E+15,2026-05-01,511,Active
1170,4438,Debit,5.2354E+15,1931-04-01,428,Blocked
1171,3436,Debit,3.5566E+15,2028-02-01,783,Active
1172,600,Debit,3.68097E+13,2027-02-01,441,Active
1173,1897,Credit,4.15171E+15,1935-01-01,640,Blocked
1174,3847,Credit,4.88682E+15,1931-01-01,192,Active
1175,3167,Credit,3.45095E+14,2026-05-01,915,Active
1176,6277,Credit,4.4207E+15,1933-05-01,617,Active
1177,1387,Credit,5.89541E+11,2027-02-01,918,Active
1178,6469,Credit,3.56171E+15,1934-03-01,143,Active
1179,658,Credit,4.84435E+12,1932-02-01,175,Blocked
1180,4267,Credit,4.71375E+15,2026-08-01,724,Blocked
1181,2696,Debit,2.13178E+14,1935-07-01,864,Active
1182,5067,Debit,4.9214E+18,1930-06-01,149,Blocked
1183,4047,Credit,3.00775E+13,1934-01-01,523,Blocked
1184,944,Credit,6.76179E+11,2027-01-01,582,Blocked
1185,5145,Debit,6.0113E+15,2026-11-01,428,Blocked
1186,5205,Debit,3.5215E+15,2026-11-01,541,Blocked
1187,6450,Credit,4.25267E+15,1935-07-01,572,Blocked
1188,2940,Debit,6.39037E+11,1934-11-01,115,Blocked
1189,4694,Credit,4.8929E+18,1932-08-01,171,Active
1190,1710,Debit,3.51268E+15,2026-08-01,612,Blocked
1191,5717,Credit,6.01161E+15,2029-01-01,594,Active
1192,3708,Credit,4.96886E+15,2026-03-01,493,Blocked
1193,3532,Debit,6.58426E+15,1933-11-01,298,Blocked
1194,3829,Credit,2.64626E+15,2027-12-01,149,Active
1195,3382,Debit,4.54178E+18,1932-07-01,490,Active
1196,5848,Debit,4.89354E+15,2029-01-01,424,Blocked
1197,40,Credit,4.97867E+18,1933-05-01,328,Blocked
1198,5804,Debit,4.75258E+18,1932-07-01,238,Active
1199,2458,Debit,3.04699E+13,2027-05-01,477,Active
1200,4874,Debit,4.82498E+15,2025-10-01,109,Active
1201,2367,Credit,4.48852E+18,2027-02-01,249,Blocked
1202,3063,Credit,4.56038E+18,2028-06-01,243,Blocked
1203,4362,Debit,4.15139E+15,1934-02-01,526,Active
1204,2444,Debit,4.87461E+15,1934-08-01,857,Active
1205,1471,Debit,2.66307E+15,1934-06-01,225,Blocked
1206,6938,Debit,4.19714E+15,2029-04-01,915,Blocked
1207,4484,Debit,3.51605E+15,1934-03-01,810,Blocked
1208,366,Credit,3.05694E+13,1934-10-01,254,Blocked
1209,6771,Debit,4.61062E+12,2026-05-01,864,Active
1210,2397,Credit,4.32351E+12,1930-11-01,178,Active
1211,3225,Debit,3.77109E+14,2027-10-01,711,Blocked
1212,87,Debit,3.53679E+15,1932-06-01,606,Blocked
1213,142,Credit,3.55372E+15,2028-01-01,566,Active
1214,6297,Credit,3.51036E+15,2026-08-01,743,Blocked
1215,1316,Debit,4.22051E+15,1931-04-01,393,Blocked
1216,2837,Debit,2.13134E+14,1930-08-01,673,Active
1217,3339,Credit,4.06177E+18,1935-04-01,686,Blocked
1218,4830,Credit,1.8006E+14,2029-03-01,922,Active
1219,388,Debit,4.21918E+15,1934-02-01,116,Blocked
1220,350,Credit,3.54902E+15,1930-03-01,159,Active
1221,5435,Debit,3.55825E+15,1930-08-01,470,Active
1222,972,Credit,4.27336E+12,1931-06-01,632,Blocked
1223,1861,Credit,4.01807E+15,1932-10-01,223,Blocked
1224,6010,Credit,4.36312E+15,1932-01-01,783,Active
1225,2156,Debit,5.21395E+15,1933-04-01,171,Active
1226,4913,Credit,4.50882E+18,2027-11-01,485,Active
1227,3519,Credit,3.87326E+13,1931-01-01,492,Blocked
1228,5443,Credit,4.35454E+15,1934-03-01,336,Active
1229,1212,Debit,2.25282E+15,2028-04-01,469,Active
1230,2537,Debit,3.67738E+13,2026-09-01,562,Active
1231,247,Credit,3.54787E+15,2026-10-01,209,Blocked
1232,6563,Credit,3.02851E+13,1933-09-01,752,Blocked
1233,2868,Credit,5.54254E+15,2027-11-01,903,Active
1234,6728,Debit,2.7165E+15,2029-09-01,670,Active
1235,3,Debit,3.59242E+15,2026-01-01,221,Blocked
1236,3235,Credit,6.56853E+15,1934-07-01,338,Blocked
1237,367,Credit,2.25905E+15,1933-01-01,879,Active
1238,3989,Credit,4.42399E+12,1933-01-01,328,Active
1239,4863,Debit,3.01448E+13,2028-07-01,780,Blocked
1240,6096,Debit,2.13123E+14,1931-10-01,899,Blocked
1241,5146,Debit,2.39733E+15,1932-12-01,116,Active
1242,3590,Credit,6.01117E+15,2028-12-01,871,Active
1243,7000,Debit,4.73165E+18,1932-07-01,309,Blocked
1244,4551,Credit,4.73904E+15,2026-05-01,990,Active
1245,2624,Credit,4.23657E+12,1930-04-01,986,Blocked
1246,237,Debit,5.82588E+11,1932-04-01,640,Blocked
1247,2758,Debit,6.39028E+11,1932-12-01,602,Active
1248,4927,Debit,4.25095E+12,1931-12-01,511,Blocked
1249,1986,Debit,3.74674E+14,1931-11-01,262,Active
1250,6151,Credit,3.54668E+15,1930-08-01,565,Blocked
1251,2763,Debit,3.58429E+15,2027-05-01,400,Active
1252,58,Debit,3.73354E+14,1930-03-01,304,Blocked
1253,5017,Credit,2.44976E+15,2029-08-01,984,Blocked
1254,3086,Credit,4.8761E+15,1935-04-01,456,Blocked
1255,6499,Debit,4.31703E+12,1932-03-01,157,Blocked
1256,956,Debit,1.80017E+14,1933-08-01,456,Active
1257,4904,Debit,6.01114E+15,1932-06-01,373,Active
1258,4980,Credit,3.86637E+13,1932-06-01,465,Blocked
1259,2927,Credit,4.34939E+15,1931-07-01,303,Blocked
1260,2628,Debit,4.76046E+15,1930-01-01,235,Active
1261,3526,Credit,6.76245E+11,2026-04-01,700,Active
1262,5749,Credit,3.43688E+14,1933-11-01,116,Active
1263,267,Credit,6.01183E+15,1932-07-01,348,Blocked
1264,6700,Credit,3.0518E+13,2028-08-01,878,Active
1265,4612,Credit,3.0354E+13,1931-03-01,315,Active
1266,6100,Credit,3.51634E+15,2026-03-01,374,Blocked
1267,704,Debit,4.15162E+15,2029-06-01,373,Active
1268,4213,Debit,3.58361E+15,1934-09-01,640,Blocked
1269,2808,Credit,3.52191E+15,2028-05-01,421,Active
1270,3956,Credit,6.01112E+15,2027-06-01,111,Active
1271,5492,Credit,4.87289E+15,1931-09-01,876,Blocked
1272,4876,Credit,4.81265E+18,2026-07-01,505,Active
1273,1436,Debit,5.10195E+15,1931-08-01,284,Active
1274,5057,Credit,6.01174E+15,1931-06-01,644,Active
1275,4491,Debit,4.51933E+12,2025-10-01,828,Blocked
1276,2424,Credit,3.49733E+14,2027-06-01,620,Blocked
1277,5213,Credit,4.41159E+18,2027-03-01,517,Blocked
1278,1191,Debit,6.55518E+15,1931-06-01,940,Blocked
1279,4485,Credit,4.33858E+18,1931-05-01,359,Active
1280,1793,Credit,4.1605E+12,1930-11-01,947,Blocked
1281,1078,Credit,3.65277E+13,1930-02-01,680,Blocked
1282,1016,Debit,6.01144E+15,1930-04-01,882,Blocked
1283,3203,Debit,2.7195E+15,1933-12-01,462,Blocked
1284,4374,Credit,4.1128E+15,1931-11-01,723,Blocked
1285,1208,Debit,6.01109E+15,1933-08-01,357,Blocked
1286,945,Debit,3.70809E+14,1933-07-01,435,Blocked
1287,958,Debit,4.37404E+12,1931-04-01,285,Blocked
1288,5808,Credit,3.00734E+13,2029-06-01,798,Blocked
1289,5484,Debit,5.7408E+11,2027-07-01,774,Blocked
1290,211,Credit,2.13182E+14,2028-05-01,358,Active
1291,5186,Credit,4.5015E+15,2026-05-01,840,Blocked
1292,2887,Debit,3.56959E+15,2027-12-01,784,Active
1293,2032,Credit,4.09358E+15,2026-07-01,713,Active
1294,3601,Credit,4.98241E+15,1931-09-01,812,Active
1295,792,Debit,3.64946E+13,1932-06-01,363,Active
1296,631,Debit,4.33417E+18,1934-02-01,411,Blocked
1297,5968,Debit,4.12081E+15,1932-09-01,426,Active
1298,5522,Credit,6.01156E+15,2028-05-01,587,Blocked
1299,2898,Debit,4.05634E+15,2027-03-01,569,Blocked
1300,293,Credit,4.42959E+15,2028-05-01,198,Active
1301,6394,Debit,3.5422E+15,1932-05-01,255,Active
1302,6572,Debit,60429651619,2029-11-01,313,Blocked
1303,2323,Debit,3.44785E+14,2026-12-01,121,Blocked
1304,4060,Credit,4.88348E+12,2027-11-01,754,Blocked
1305,5922,Credit,3.522E+15,1932-06-01,456,Active
1306,950,Credit,3.58016E+15,1933-08-01,691,Blocked
1307,3085,Credit,1.80014E+14,2027-01-01,145,Blocked
1308,3332,Debit,3.03299E+13,1932-03-01,682,Blocked
1309,525,Debit,4.71515E+15,2028-05-01,733,Blocked
1310,3409,Credit,4.83373E+18,1934-01-01,938,Active
1311,3886,Credit,3.52955E+15,1933-08-01,497,Active
1312,5938,Credit,4.83283E+15,1933-05-01,578,Blocked
1313,2508,Credit,4.16015E+18,1935-01-01,702,Blocked
1314,4700,Credit,6.54632E+15,1930-12-01,879,Blocked
1315,4347,Credit,3.45118E+14,2028-05-01,927,Active
1316,3037,Debit,4.16061E+15,1931-02-01,280,Active
1317,5284,Debit,4.72692E+15,1931-01-01,324,Active
1318,2533,Credit,3.59337E+15,2028-02-01,101,Blocked
1319,231,Debit,3.69232E+13,1930-06-01,841,Active
1320,1488,Credit,5.11686E+15,2028-12-01,340,Active
1321,4129,Credit,2.41428E+15,2027-02-01,128,Active
1322,4269,Credit,3.04445E+13,1935-07-01,557,Active
1323,5550,Debit,3.54173E+15,1930-04-01,454,Blocked
1324,5406,Credit,2.27779E+15,1933-05-01,555,Blocked
1325,349,Debit,4.94492E+15,1934-04-01,115,Blocked
1326,3968,Debit,4.80324E+15,1931-10-01,204,Blocked
1327,5653,Debit,6.01174E+15,2026-04-01,707,Blocked
1328,3230,Debit,3.59831E+15,1933-01-01,284,Active
1329,5960,Credit,4.25681E+12,1933-02-01,563,Blocked
1330,5702,Debit,2.70645E+15,1934-11-01,467,Active
1331,1478,Credit,6.50423E+15,2029-02-01,718,Blocked
1332,3704,Credit,4.64959E+15,1930-05-01,647,Active
1333,4035,Credit,6.59001E+15,2027-05-01,491,Active
1334,424,Credit,2.23979E+15,1932-05-01,997,Blocked
1335,45,Credit,4.84991E+18,1935-06-01,822,Blocked
1336,5059,Credit,5.30715E+15,1933-05-01,332,Active
1337,3234,Debit,4.39359E+15,1930-11-01,821,Blocked
1338,1557,Credit,5.01832E+11,1932-02-01,893,Blocked
1339,5100,Credit,3.5494E+15,2026-05-01,581,Blocked
1340,2058,Debit,2.29594E+15,1932-11-01,228,Blocked
1341,3351,Debit,6.01166E+15,2026-01-01,341,Active
1342,4934,Credit,4.99376E+15,1934-05-01,275,Blocked
1343,3178,Credit,1.8003E+14,2027-11-01,163,Blocked
1344,586,Debit,2.13172E+14,2029-03-01,633,Blocked
1345,1574,Debit,3.56066E+15,2029-03-01,580,Blocked
1346,5608,Credit,4.36212E+18,2027-09-01,774,Blocked
1347,1666,Credit,6.01107E+15,2026-01-01,234,Blocked
1348,2334,Debit,1.80088E+14,1933-05-01,214,Active
1349,6286,Debit,2.13173E+14,2029-06-01,803,Blocked
1350,3208,Credit,3.00126E+13,2025-09-01,952,Blocked
1351,5929,Credit,3.52122E+15,1931-06-01,872,Active
1352,3903,Credit,2.30746E+15,1933-04-01,735,Blocked
1353,4472,Debit,4.73643E+15,1934-09-01,859,Blocked
1354,3211,Debit,3.55882E+15,1933-10-01,440,Active
1355,3533,Credit,3.47493E+14,1931-11-01,625,Active
1356,5125,Credit,4.85567E+18,2027-02-01,201,Active
1357,2313,Credit,2.273E+15,2027-11-01,627,Blocked
1358,5297,Debit,3.48317E+14,2026-10-01,347,Blocked
1359,5064,Credit,3.46664E+14,2026-12-01,845,Blocked
1360,4999,Credit,4.03253E+18,1931-03-01,901,Active
1361,4987,Credit,6.76394E+11,2029-06-01,503,Active
1362,6410,Credit,6.01197E+15,1932-03-01,844,Blocked
1363,1561,Debit,3.44911E+14,1933-01-01,194,Active
1364,5389,Debit,4.67179E+15,2029-03-01,889,Blocked
1365,6143,Debit,4.71373E+15,1932-12-01,284,Active
1366,1830,Credit,3.44127E+14,2028-05-01,812,Blocked
1367,995,Credit,4.80768E+15,2029-05-01,623,Blocked
1368,3151,Debit,3.50271E+15,1932-10-01,543,Active
1369,1002,Credit,2.13137E+14,1931-06-01,321,Blocked
1370,4472,Debit,4.13879E+12,2027-02-01,465,Blocked
1371,3880,Debit,2.13187E+14,1932-03-01,265,Active
1372,1270,Debit,4.51233E+15,1931-05-01,620,Active
1373,3629,Credit,4.18365E+18,1933-02-01,971,Blocked
1374,60,Credit,3.56241E+15,1935-02-01,541,Blocked
1375,6465,Credit,4.73148E+18,1932-08-01,778,Blocked
1376,3874,Credit,6.54504E+15,2028-03-01,561,Blocked
1377,6093,Credit,3.00123E+13,2028-02-01,686,Blocked
1378,6202,Credit,5.3874E+15,1934-10-01,876,Active
1379,3175,Debit,4.20423E+18,2026-02-01,320,Blocked
1380,1771,Credit,3.56044E+15,1932-07-01,601,Active
1381,5080,Credit,3.70471E+14,2028-01-01,921,Blocked
1382,4721,Credit,3.05029E+13,1932-02-01,552,Active
1383,4701,Credit,3.58633E+15,1933-03-01,610,Blocked
1384,5959,Debit,3.73004E+14,1933-10-01,494,Blocked
1385,229,Credit,4.24317E+15,1930-12-01,174,Active
1386,1409,Credit,3.42334E+14,1934-03-01,645,Active
1387,2336,Debit,5.51698E+15,1934-12-01,718,Blocked
1388,6622,Credit,4.72537E+12,1932-04-01,699,Blocked
1389,6194,Debit,3.52302E+15,1932-06-01,630,Blocked
1390,672,Debit,3.04599E+13,1932-10-01,309,Blocked
1391,6346,Credit,6.512E+15,1934-09-01,383,Active
1392,4401,Debit,2.29297E+15,1934-09-01,400,Active
1393,1771,Credit,3.70981E+14,2028-11-01,284,Blocked
1394,4813,Credit,2.25788E+15,1930-09-01,876,Blocked
1395,4138,Credit,4.31683E+15,2026-06-01,839,Active
1396,2949,Credit,1.8003E+14,1931-03-01,117,Blocked
1397,6899,Debit,6.76291E+11,2028-06-01,932,Blocked
1398,2795,Credit,4.59175E+15,2027-12-01,725,Active
1399,6339,Credit,6.01165E+15,1930-12-01,347,Blocked
1400,2711,Debit,4.43549E+15,1934-12-01,326,Blocked
1401,2448,Debit,4.87458E+12,1930-03-01,566,Blocked
1402,5136,Credit,6.76218E+11,1932-10-01,676,Blocked
1403,5436,Credit,4.43114E+12,2026-03-01,623,Blocked
1404,1009,Debit,4.30279E+15,2029-07-01,196,Active
1405,2081,Debit,4.48124E+15,1932-02-01,262,Blocked
1406,5362,Credit,4.6206E+12,2029-11-01,151,Blocked
1407,3392,Debit,4.88476E+18,1933-01-01,623,Active
1408,3772,Debit,3.52644E+15,1930-09-01,977,Active
1409,1719,Credit,3.57558E+15,2028-10-01,205,Active
1410,1866,Debit,3.04338E+13,2028-04-01,804,Active
1411,975,Credit,2.72029E+15,1933-08-01,415,Active
1412,2485,Credit,6.01126E+15,1932-09-01,624,Blocked
1413,6679,Debit,3.56544E+15,1930-09-01,202,Blocked
1414,6309,Debit,4.62506E+18,2027-01-01,207,Blocked
1415,921,Credit,3.5548E+15,2028-06-01,253,Blocked
1416,5313,Debit,4.2672E+12,1933-10-01,292,Active
1417,2332,Debit,4.24791E+15,2029-03-01,714,Blocked
1418,2125,Debit,4.98077E+15,2028-11-01,753,Blocked
1419,6711,Credit,3.50695E+15,1931-11-01,837,Active
1420,1050,Debit,4.15038E+15,1931-06-01,772,Blocked
1421,1448,Debit,4.45239E+18,1930-01-01,802,Blocked
1422,3859,Debit,6.76202E+11,2029-02-01,767,Blocked
1423,6637,Debit,2.65569E+15,2029-03-01,105,Active
1424,3774,Debit,3.00717E+13,1933-01-01,103,Blocked
1425,376,Debit,2.47308E+15,1930-11-01,579,Blocked
1426,3377,Credit,5.01805E+11,1935-05-01,790,Active
1427,4780,Debit,6.01109E+15,2029-01-01,138,Active
1428,1902,Credit,4.31203E+15,2029-06-01,490,Blocked
1429,5370,Debit,4.01559E+15,1932-01-01,995,Blocked
1430,1043,Credit,3.71238E+14,1934-10-01,634,Active
1431,3861,Debit,3.55281E+15,1933-03-01,279,Active
1432,1749,Debit,3.549E+15,2025-10-01,360,Blocked
1433,676,Credit,6.0118E+15,1930-02-01,151,Active
1434,6179,Credit,6.76154E+11,1930-07-01,636,Active
1435,1386,Debit,3.56773E+15,1934-05-01,258,Active
1436,686,Debit,2.13197E+14,2029-11-01,414,Blocked
1437,308,Debit,6.39086E+11,1932-11-01,216,Blocked
1438,4950,Debit,2.4995E+15,2028-10-01,992,Active
1439,3171,Credit,4.05917E+15,2026-02-01,277,Active
1440,5445,Debit,5.02041E+11,1932-10-01,544,Blocked
1441,5777,Credit,2.27075E+15,2025-09-01,622,Active
1442,6022,Credit,3.0194E+13,1935-03-01,697,Active
1443,1163,Debit,3.44893E+14,2027-03-01,687,Active
1444,5785,Credit,4.28179E+15,1930-03-01,842,Active
1445,2927,Debit,3.50796E+15,2026-10-01,654,Blocked
1446,3286,Debit,2.13161E+14,2027-12-01,705,Blocked
1447,4554,Credit,1.80069E+14,1931-02-01,837,Blocked
1448,5428,Credit,3.4757E+14,2027-08-01,518,Blocked
1449,2568,Credit,4.00715E+15,1934-05-01,849,Active
1450,5369,Credit,2.13161E+14,1931-05-01,446,Active
1451,6291,Credit,3.4731E+14,1933-05-01,406,Blocked
1452,2,Credit,5.03857E+11,2029-09-01,892,Blocked
1453,1924,Credit,4.31215E+15,2028-05-01,148,Active
1454,5313,Credit,4.61374E+15,2026-02-01,970,Active
1455,5029,Credit,4.71566E+12,2029-05-01,150,Active
1456,3846,Debit,1.80031E+14,2026-10-01,805,Blocked
1457,634,Debit,5.63515E+11,1932-06-01,345,Active
1458,2563,Credit,6.01102E+15,1934-11-01,933,Blocked
1459,6310,Debit,3.73466E+14,1930-10-01,134,Active
1460,395,Debit,4.99409E+15,1933-10-01,600,Active
1461,4738,Credit,3.49289E+14,1932-02-01,973,Blocked
1462,752,Debit,4.14482E+18,2026-03-01,944,Active
1463,1251,Debit,3.56857E+15,2027-09-01,825,Blocked
1464,837,Debit,4.31505E+12,1931-05-01,760,Blocked
1465,5465,Credit,3.53808E+15,1931-10-01,532,Blocked
1466,6510,Debit,3.7329E+14,2027-02-01,626,Active
1467,6326,Debit,3.56181E+15,1933-07-01,898,Blocked
1468,4564,Debit,3.4402E+14,2029-01-01,172,Active
1469,1693,Debit,3.73007E+14,1934-11-01,181,Blocked
1470,567,Credit,5.49624E+15,1930-02-01,920,Active
1471,400,Debit,3.7764E+14,1931-05-01,846,Blocked
1472,2436,Debit,3.73538E+14,2029-01-01,937,Blocked
1473,4414,Debit,4.24336E+15,2025-10-01,346,Blocked
1474,3856,Debit,6.76254E+11,1930-04-01,236,Blocked
1475,3837,Debit,2.59253E+15,2028-02-01,575,Active
1476,1659,Credit,4.12139E+15,2029-10-01,670,Blocked
1477,5138,Credit,3.75073E+14,2027-07-01,727,Active
1478,2791,Credit,2.13197E+14,2028-07-01,544,Blocked
1479,2588,Debit,4.96946E+18,1931-09-01,823,Blocked
1480,318,Credit,4.64378E+12,1931-10-01,643,Blocked
1481,4239,Debit,5.02051E+11,1935-02-01,207,Blocked
1482,2220,Credit,3.73215E+14,1932-04-01,974,Blocked
1483,1565,Debit,2.13187E+14,2026-01-01,163,Blocked
